classification,system:index,Landcover_Class,B2,B3,B4,B5,B6,B7,B1
17,2712_0,17,376,597,726,1691,1876,1367,322
9,2715_0,8,86,208,206,1379,974,525,37
12,2718_0,16,420,696,645,2401,2256,1350,387
8,2723_0,0,90,103,59,197,94,48,72
19,2738_0,19,261,306,278,672,601,342,267
0,2760_0,0,245,218,90,43,28,19,259
12,2774_0,12,384,674,513,2627,2330,1461,328
12,2776_0,11,440,608,670,1770,2384,1625,358
17,2784_0,17,624,928,1119,2134,2581,2247,522
11,2785_0,12,353,628,657,1953,2624,1702,262
0,2792_0,0,495,487,183,52,26,19,404
4,2794_0,3,677,820,851,1775,1451,1081,583
17,2796_0,17,490,664,747,1467,2061,1684,430
12,2799_0,12,408,770,774,2424,2508,1477,257
8,2813_0,8,136,225,152,1289,583,293,95
11,2824_0,11,242,461,526,1732,2471,1640,146
0,2830_0,19,363,627,653,1094,920,498,248
17,2837_0,17,728,1116,1231,2055,2313,1872,599
17,2839_0,12,418,729,826,2124,1746,1306,305
0,2847_0,0,553,668,434,74,24,10,457
9,2852_0,9,236,400,364,2045,1561,855,167
0,2857_0,0,625,803,710,148,18,9,540
0,2859_0,0,386,465,265,44,18,13,328
4,2863_0,4,823,1014,1092,1683,1482,1203,727
17,2866_0,11,446,670,758,1531,1730,1263,331
0,2868_0,11,2115,2513,2605,2451,828,500,1787
8,2870_0,9,-20,60,51,612,263,130,-71
17,2872_0,11,312,568,386,2523,1778,923,277
9,2875_0,9,189,318,285,1508,1107,607,117
11,2878_0,11,231,358,349,964,1319,939,192
9,2879_0,9,108,229,155,1788,885,399,78
17,2905_0,11,187,373,231,2305,1094,487,163
3,2906_0,2,430,636,709,1991,1315,825,378
12,2907_0,12,411,730,572,3034,2445,1317,369
17,2909_0,17,298,433,512,1254,1565,1233,259
12,2922_0,12,307,699,464,2918,2352,1325,238
4,2924_0,4,890,1258,1408,2054,1908,1596,720
9,2935_0,9,51,112,113,552,450,232,3
11,2939_0,8,45,174,203,1048,922,551,-25
5,2960_0,4,1227,1633,1839,2512,2350,1753,1132
5,2965_0,5,980,1238,1276,1502,1281,941,789
12,2967_0,12,320,646,340,3376,1834,935,314
11,2968_0,17,317,514,606,1607,1942,1428,236
9,2973_0,8,130,285,227,2489,1241,533,60
4,2978_0,4,544,861,937,1811,1433,1093,402
0,2984_0,0,459,549,420,121,40,29,379
9,2987_0,9,58,192,145,1597,839,385,4
0,2989_0,0,704,885,885,343,24,14,599
11,2992_0,9,194,398,379,1951,1482,794,124
9,2993_0,11,257,449,362,2101,1668,900,222
9,2996_0,8,226,374,335,1947,1540,792,186
0,2997_0,0,356,372,165,52,22,13,365
0,2999_0,0,531,761,747,825,514,335,413
9,3011_0,11,152,320,334,1830,1102,616,56
4,3015_0,4,614,905,1014,1664,1693,1384,550
17,3018_0,17,402,553,662,985,1721,1552,335
17,3019_0,3,519,677,684,2038,2010,1373,431
12,3023_0,11,417,640,640,1860,2635,1778,348
12,3028_0,12,314,682,330,4801,2043,965,278
4,3029_0,4,423,579,613,1112,1020,795,388
17,3030_0,8,306,473,401,3037,1751,852,252
12,3039_0,12,597,940,1158,2646,3530,2451,443
11,3040_0,9,233,492,557,1877,1857,1112,129
12,3042_0,12,411,746,620,2804,2368,1270,321
12,3044_0,12,505,735,755,2648,2449,1443,405
4,3045_0,4,518,748,816,1558,1170,858,396
11,3046_0,17,259,400,449,1567,1652,971,216
9,3055_0,9,231,424,382,2041,1614,886,159
17,3065_0,17,328,534,570,2153,1680,1061,264
17,3070_0,17,300,446,449,2015,1482,908,271
17,3075_0,12,693,949,1165,1631,2253,1937,557
8,3088_0,11,8,54,53,244,273,136,-42
8,3090_0,8,105,237,156,2276,799,324,72
5,3097_0,5,2006,2407,2584,2764,2786,2211,1800
4,3102_0,4,584,902,993,2481,1663,1173,420
2,3114_0,3,372,491,447,1981,1192,789,286
11,3117_0,11,245,382,443,1353,1414,922,163
17,3119_0,17,388,635,775,1274,2341,2122,279
12,3120_0,11,490,721,656,2315,2431,1482,440
11,3124_0,11,160,319,330,1240,1601,1030,87
17,3130_0,17,388,446,505,759,1493,1538,368
0,3133_0,0,499,410,151,50,28,17,464
17,3139_0,17,310,493,507,2034,1563,918,301
17,3140_0,17,380,526,569,829,1368,1214,314
12,3146_0,12,377,728,801,2781,2963,2047,259
0,3150_0,0,426,346,117,36,21,14,391
11,3158_0,11,378,687,795,2235,2671,1751,278
9,3161_0,9,101,191,202,911,895,528,40
17,3165_0,2,240,602,546,2218,1544,960,166
0,3166_0,0,325,201,100,46,32,27,369
0,3172_0,0,389,342,135,44,20,14,388
12,3179_0,17,432,764,621,2692,2251,1358,371
0,3188_0,0,438,307,114,40,17,14,419
4,3191_0,4,452,736,799,1637,1266,1033,359
17,3204_0,17,640,941,1226,1822,2241,1897,517
12,3205_0,12,555,835,813,2320,2889,2030,491
17,3213_0,17,242,573,379,3227,1749,994,177
9,3215_0,9,72,193,195,1085,774,416,26
0,3225_0,0,411,594,439,90,27,15,334
2,3238_0,9,218,316,304,1333,934,570,184
3,3244_0,3,433,609,651,1578,1174,858,384
0,3252_0,0,203,159,77,50,37,26,223
2,3254_0,3,343,515,484,1818,1086,671,256
4,3263_0,4,583,808,843,1691,1224,903,495
0,3264_0,0,211,153,77,46,31,21,216
0,3267_0,0,235,179,90,56,29,23,248
9,3269_0,17,199,406,251,3324,1134,534,174
8,3279_0,8,57,131,90,1114,307,130,14
12,3281_0,12,459,762,652,2430,2285,1396,387
0,3287_0,0,269,229,102,58,46,30,258
17,3288_0,17,266,443,373,2057,1532,836,243
17,3290_0,17,605,777,914,1497,2485,2042,514
0,3292_0,0,582,495,405,373,496,550,620
17,3293_0,17,426,661,525,2668,1987,1277,387
11,3301_0,12,330,669,857,2016,2417,1410,168
17,3302_0,17,320,611,430,3716,1578,811,296
9,3308_0,2,155,185,197,664,440,226,169
19,3313_0,19,419,564,626,1628,1705,1063,342
17,3314_0,17,271,488,430,2675,1726,893,244
17,3317_0,16,278,671,277,4351,1497,646,262
12,3318_0,12,428,706,609,2645,2436,1383,365
17,3320_0,17,396,483,550,852,1101,894,371
9,3321_0,9,106,206,153,1132,707,343,91
17,3334_0,12,372,624,603,2387,2098,1332,301
12,3340_0,17,332,605,631,2142,1772,1244,201
8,3344_0,8,92,192,136,1864,544,217,58
12,3352_0,17,462,808,639,3006,2509,1470,430
17,3358_0,17,376,435,509,762,1142,965,344
0,3365_0,0,469,579,360,58,17,10,384
17,3367_0,17,370,663,703,2206,1783,1307,288
0,3370_0,0,517,672,468,76,15,9,424
4,3380_0,4,520,709,758,1586,1407,1061,449
12,3382_0,12,468,851,1059,2085,2309,1479,258
12,3384_0,17,318,584,416,2527,1925,1136,279
0,3387_0,0,282,244,94,37,24,11,284
0,3391_0,0,444,602,404,79,26,15,355
11,3394_0,11,221,407,304,2919,1809,879,165
11,3407_0,11,442,588,519,2157,2119,1190,414
12,3409_0,12,556,875,811,2981,2959,1747,461
12,3410_0,12,413,700,556,2447,2088,1186,373
11,3411_0,9,207,373,390,1235,1310,791,126
0,3412_0,0,273,178,92,49,31,18,331
4,3414_0,4,654,986,1166,1638,1756,1539,531
2,3416_0,12,523,867,1004,2054,2163,1435,383
12,3417_0,12,472,676,722,2005,2776,1816,403
17,3430_0,17,448,519,606,959,1902,1923,422
17,3434_0,17,405,615,583,2146,1800,1236,364
17,3436_0,11,330,455,466,1926,1700,935,287
5,3440_0,3,1976,1969,2089,2899,2546,1809,1772
3,3446_0,17,430,664,630,2054,1519,1064,371
11,3460_0,11,202,366,352,1600,1716,979,127
17,3474_0,17,398,640,500,2438,1676,1037,367
0,3477_0,0,473,600,405,72,27,17,394
0,3479_0,0,458,593,363,54,15,7,364
9,3482_0,9,299,459,493,1667,1651,959,235
8,3485_0,8,49,179,178,1495,827,410,-31
11,3486_0,2,314,515,550,1558,1973,1275,246
11,3487_0,11,370,534,508,1487,2167,1431,327
17,3491_0,17,224,302,327,568,1310,1135,213
8,3495_0,8,90,158,98,1927,480,169,41
9,3498_0,9,44,166,175,809,566,308,-32
9,3499_0,9,98,227,152,1574,815,368,71
19,3506_0,16,550,721,848,1725,3111,2298,479
12,3508_0,17,380,770,393,4917,1988,925,359
12,3520_0,12,397,727,618,2708,1967,1075,319
11,3523_0,11,144,423,520,2378,1877,1013,27
9,3528_0,11,241,360,298,1343,1198,682,222
4,3533_0,3,364,577,572,1661,1053,729,254
17,3536_0,17,365,562,475,3022,1926,1000,334
4,3544_0,3,745,905,1005,2091,1694,1189,687
8,3545_0,8,23,75,46,820,236,97,-4
2,3551_0,2,361,671,495,4217,2143,1072,307
0,3554_0,0,448,507,241,42,15,9,371
17,3556_0,12,530,856,904,2806,2341,1576,473
0,3557_0,0,482,549,293,49,21,12,387
12,3558_0,12,387,706,731,2305,2547,1601,285
8,3559_0,8,57,148,95,1361,389,169,32
0,3568_0,0,448,627,439,77,25,19,344
12,3570_0,12,348,617,587,2390,2292,1308,271
17,3575_0,12,658,830,1022,1777,3138,2829,589
17,3584_0,17,298,503,282,3944,1762,759,300
17,3599_0,2,313,493,449,2194,1428,799,271
8,3600_0,12,53,197,163,1706,898,388,-15
17,3605_0,12,414,655,615,2485,2040,1224,368
17,3610_0,17,518,691,878,1540,2166,1604,416
17,3612_0,17,181,446,238,3642,1313,554,139
0,3633_0,0,462,508,243,48,21,13,377
17,3638_0,2,290,472,547,1399,1385,1090,247
17,3639_0,12,485,774,728,2140,2080,1423,409
17,3641_0,12,446,579,665,1007,1454,972,367
17,3653_0,2,400,629,465,2132,1632,1036,381
11,3654_0,9,267,496,516,2118,1873,1090,168
4,3655_0,4,375,698,768,1846,1498,1152,169
8,3656_0,8,112,243,161,2485,742,278,60
0,3658_0,0,162,234,146,87,65,49,131
0,3663_0,0,260,504,430,731,668,461,209
11,3668_0,11,141,308,332,1228,1214,809,72
9,3669_0,8,273,364,254,2273,1224,572,271
4,3677_0,3,994,1237,1323,2407,2301,1711,925
8,3680_0,8,138,245,188,2117,852,381,87
4,3689_0,4,492,646,709,1216,1187,928,381
17,3691_0,17,565,753,895,1550,2467,2059,488
17,3696_0,17,411,442,500,790,1567,1675,394
4,3702_0,3,580,802,842,1742,1532,1178,493
5,3704_0,5,1143,1294,1209,1148,1221,1025,1020
12,3707_0,12,692,1262,1477,3172,3797,2278,476
17,3716_0,17,278,509,413,3120,1874,1150,211
4,3717_0,3,561,745,831,1679,1246,970,449
3,3718_0,4,369,466,497,1521,949,731,309
12,3735_0,12,590,868,898,2488,3024,1981,502
0,3738_0,0,378,290,108,51,31,18,362
17,3739_0,17,340,618,358,4187,1764,826,337
12,3742_0,17,335,673,658,2722,2362,1395,214
11,3746_0,3,186,288,281,1105,794,529,96
12,3750_0,12,431,823,690,3302,2281,1390,343
11,3755_0,12,301,484,531,1219,1492,940,209
0,3759_0,0,420,584,598,704,228,134,356
17,3765_0,17,316,548,309,3708,1793,825,278
0,3769_0,0,272,178,96,44,22,17,328
3,3778_0,3,261,463,427,1763,966,666,166
12,3780_0,12,261,470,461,1134,995,590,192
0,3787_0,0,616,759,529,94,25,16,519
9,3790_0,9,142,207,178,724,631,367,120
12,3791_0,12,339,608,380,2990,1926,1034,328
17,3795_0,17,336,541,456,2768,1789,1002,293
4,3798_0,3,415,701,779,1746,1426,1141,276
11,3799_0,7,422,558,591,1651,2289,1453,358
11,3803_0,9,285,366,368,1256,1384,823,240
8,3806_0,8,-33,14,9,178,71,36,-72
0,3820_0,0,248,244,106,58,41,23,226
17,3825_0,17,254,401,338,2482,1293,712,205
4,3828_0,5,609,607,635,877,769,663,565
9,3830_0,18,235,371,335,1703,1248,750,158
17,3832_0,17,417,544,661,1420,2379,1506,365
2,3839_0,19,192,413,420,1869,1188,699,114
11,3840_0,9,159,316,333,1355,1368,792,102
11,3842_0,9,293,597,634,2056,1768,991,172
17,3843_0,17,342,551,566,1761,1640,1101,265
5,3853_0,3,1144,1521,1681,2071,2402,1961,961
17,3859_0,17,392,541,652,964,1620,1442,334
11,3860_0,11,222,265,226,815,884,480,204
11,3862_0,9,214,417,364,2764,1802,872,166
11,3863_0,11,245,403,344,1435,1163,773,196
4,3864_0,17,553,915,1240,1668,1825,1522,393
3,3867_0,12,514,674,724,1572,1640,1193,365
17,3874_0,17,280,520,308,4053,1716,787,278
4,3877_0,5,742,1019,1081,1592,1496,1276,675
2,3899_0,4,255,369,300,1353,658,401,234
11,3903_0,11,268,486,552,1836,2418,1567,163
0,3911_0,0,221,168,91,58,39,24,233
12,3920_0,2,247,525,386,3419,2046,1014,188
0,3930_0,0,259,186,84,46,34,21,248
12,3934_0,11,664,979,1177,2191,3065,2174,480
17,3937_0,2,719,1007,1196,2058,3543,2777,604
17,3940_0,17,276,597,416,3126,1685,910,231
11,3946_0,11,324,413,373,1206,1451,917,309
11,3950_0,9,267,484,467,1881,1809,1069,191
12,3953_0,12,644,1022,1271,2346,3241,2283,472
17,3966_0,17,341,527,486,1562,1421,921,313
0,3970_0,0,461,588,401,69,19,7,352
0,3974_0,0,300,211,92,34,26,11,332
2,3975_0,2,198,314,264,1655,818,441,150
17,3976_0,17,377,520,598,1663,1677,1119,340
12,3986_0,12,455,726,699,2131,2332,1471,383
3,3993_0,3,439,615,603,1678,1295,883,352
17,3998_0,17,432,710,688,2317,1955,1323,366
17,3999_0,17,553,672,829,1430,2808,2650,492
4,4007_0,4,468,658,660,1684,1223,907,347
4,4008_0,4,541,804,886,1555,1487,1208,387
12,4014_0,11,297,651,686,2524,2774,1591,178
12,4016_0,2,486,762,911,1744,2482,1698,385
5,4025_0,5,946,1158,1207,1435,1764,1432,791
17,4027_0,17,488,713,774,2012,2263,1470,431
12,4034_0,12,304,609,521,2220,2524,1535,218
17,4038_0,17,311,554,539,2108,1618,990,224
11,4040_0,11,123,226,225,669,494,319,75
17,4042_0,17,381,528,708,1235,2661,2523,300
0,4048_0,0,367,320,116,34,19,11,332
4,4050_0,3,495,671,628,1744,1247,792,412
0,4067_0,0,367,477,387,199,109,98,328
12,4070_0,12,439,785,673,2752,2552,1475,354
17,4071_0,17,343,622,567,2350,1954,1240,307
17,4074_0,17,726,994,1213,1653,2179,1854,588
8,4081_0,8,63,152,97,1398,353,143,24
0,4090_0,0,515,623,355,58,21,7,437
0,4093_0,0,574,624,285,61,29,18,451
9,4095_0,9,158,322,196,3011,1204,503,107
9,4096_0,11,71,125,130,448,432,257,42
11,4100_0,11,254,528,625,1929,1759,1128,132
17,4102_0,3,447,711,706,1529,1815,1443,345
3,4107_0,5,333,459,435,1376,750,595,296
0,4116_0,0,438,556,336,53,17,13,339
11,4118_0,9,164,347,379,1340,1439,766,91
0,4120_0,0,461,554,312,53,17,13,385
11,4121_0,11,280,489,460,1911,1642,957,189
17,4133_0,17,348,549,723,1101,1384,1125,273
0,4138_0,0,605,763,632,117,24,13,494
12,4143_0,12,258,466,445,1448,1132,690,188
0,4151_0,0,396,352,141,55,33,21,345
9,4158_0,9,68,155,115,971,592,281,26
11,4161_0,11,288,482,497,1989,2022,1269,209
9,4177_0,17,190,365,283,2266,1206,582,157
4,4198_0,4,555,819,888,1876,1608,1282,420
12,4199_0,12,471,841,903,2808,3226,1860,322
17,4203_0,11,325,551,418,1934,1674,992,288
17,4208_0,12,314,524,470,2037,1594,983,283
19,4215_0,0,340,425,472,1395,1405,824,329
12,4222_0,11,431,748,722,2378,3042,1954,343
4,4241_0,3,482,623,633,1932,1347,1021,427
11,4242_0,11,302,473,463,1688,1977,1201,222
17,4244_0,11,404,687,510,3379,2268,1356,370
17,4249_0,17,330,423,503,772,1449,1317,286
12,4250_0,12,350,766,672,2962,3199,1876,242
12,4259_0,12,430,842,786,3068,2734,1546,308
11,4269_0,17,303,414,419,1239,1672,1123,269
12,4273_0,12,464,797,906,2419,3365,2113,319
9,4276_0,9,122,163,122,835,456,229,101
17,4281_0,17,614,790,973,1549,2342,2018,539
17,4284_0,17,359,506,600,1328,1800,1298,294
0,4294_0,0,455,605,419,83,27,13,349
12,4299_0,12,673,933,1017,2435,3345,2237,569
11,4304_0,8,246,434,413,1889,1594,865,190
11,4308_0,11,267,366,342,1285,1233,753,231
0,4309_0,0,448,562,334,62,18,11,368
12,4312_0,11,423,723,653,2087,2308,1455,345
17,4330_0,2,561,931,751,3376,2071,1316,511
11,4331_0,9,243,392,401,1705,1683,1005,186
9,4335_0,11,66,109,91,458,458,266,30
19,4339_0,19,465,605,615,1554,1649,936,387
9,4341_0,9,174,290,217,2267,1168,490,142
11,4350_0,11,396,625,699,1957,2513,1756,277
0,4354_0,0,298,193,100,49,37,25,332
17,4364_0,16,187,400,257,3065,1220,503,165
17,4370_0,19,451,656,702,2361,2473,1441,379
17,4382_0,16,290,553,350,2860,1812,980,261
8,4390_0,8,148,158,84,596,222,103,151
17,4391_0,12,393,549,689,1354,1948,1583,324
9,4396_0,9,127,217,181,1325,751,385,103
4,4399_0,5,992,1368,1427,1770,1776,1551,858
17,4402_0,17,451,564,604,944,1267,1045,402
11,4413_0,11,355,625,791,1869,2389,1709,259
17,4414_0,12,406,687,482,3102,1873,1009,358
4,4426_0,5,2201,2565,2788,3207,2161,1457,1804
3,4435_0,3,340,543,473,2024,1323,808,278
17,4441_0,2,356,664,427,3756,1574,801,301
17,4449_0,12,379,480,464,1267,1548,1066,347
11,4450_0,12,253,462,579,2241,2127,1357,189
0,4462_0,0,426,396,138,41,17,12,379
19,4470_0,19,334,466,447,1281,1062,686,287
12,4473_0,12,347,664,532,3665,2184,1135,284
17,4475_0,17,553,700,861,1391,2555,2181,456
17,4478_0,17,486,660,816,1234,1900,1648,425
0,4479_0,0,536,674,440,74,24,12,422
11,4487_0,9,283,490,515,1567,1782,1073,179
8,4488_0,8,122,243,191,1865,744,351,103
9,4489_0,8,210,345,295,2189,1186,566,172
11,4490_0,11,141,307,316,1337,1147,679,60
17,4491_0,17,476,612,625,1175,1466,1137,441
17,4497_0,3,354,575,406,2665,1794,1028,333
4,4499_0,4,847,1199,1340,2142,1836,1478,681
0,4502_0,0,220,214,84,41,27,17,239
11,4518_0,2,260,381,421,1296,1216,783,216
12,4521_0,12,544,856,825,2337,2631,1676,425
12,4526_0,11,272,519,409,1676,1716,1093,229
11,4532_0,12,401,649,801,1983,2766,1862,290
17,4533_0,2,350,662,582,2060,1632,1103,293
9,4536_0,9,62,144,118,1116,546,269,-4
8,4537_0,9,94,232,137,1904,856,346,50
12,4541_0,12,431,740,551,2805,2649,1616,381
17,4548_0,3,677,950,1331,2457,2264,1528,416
17,4550_0,18,314,436,438,1514,1371,774,308
0,4555_0,19,236,247,213,137,78,50,242
0,4563_0,0,231,173,93,52,35,27,242
9,4565_0,12,226,403,337,2363,1611,778,166
3,4568_0,17,467,700,624,2393,1662,1057,418
12,4572_0,12,358,602,416,2180,1802,1060,334
11,4581_0,12,307,534,448,1874,1865,1087,255
0,4584_0,0,197,145,70,36,22,15,206
0,4585_0,0,220,298,188,76,26,15,210
4,4586_0,4,454,647,676,1587,1185,883,380
17,4588_0,17,581,1000,1063,2777,2303,1645,455
8,4590_0,8,78,136,84,1206,396,162,44
5,4592_0,12,1648,2039,2213,2424,3043,2809,1413
8,4605_0,8,83,230,156,2415,717,284,39
9,4616_0,8,48,145,105,1074,454,218,16
9,4619_0,8,199,374,312,2339,1478,692,164
17,4620_0,2,205,394,327,2314,1185,601,142
12,4623_0,12,359,762,357,3785,1798,893,340
0,4633_0,0,317,367,248,109,45,33,308
3,4634_0,3,121,355,303,1836,886,560,58
17,4639_0,17,526,708,704,2250,2225,1634,453
9,4643_0,9,63,244,288,1115,924,518,-4
2,4644_0,9,309,465,399,1868,1172,706,264
9,4647_0,9,136,261,199,1444,910,484,110
4,4649_0,4,571,920,1025,1845,1536,1298,417
12,4650_0,12,504,977,1208,2442,3431,2127,316
19,4651_0,17,316,439,564,1430,1668,1115,283
11,4660_0,11,232,446,488,2210,1654,1028,159
17,4663_0,12,236,438,373,1308,1135,688,169
3,4665_0,3,594,810,779,2380,1698,1138,474
11,4668_0,11,330,552,510,2707,2238,1217,267
0,4673_0,0,288,173,90,45,35,19,331
17,4678_0,17,574,835,911,1759,2302,2013,489
4,4681_0,5,788,1109,1133,2796,1952,1204,701
17,4691_0,17,514,684,710,1708,1966,1437,461
8,4698_0,8,48,159,114,1679,443,183,11
4,4713_0,5,1009,1294,1422,1913,1813,1514,821
4,4717_0,4,365,698,797,1510,1278,1057,225
12,4720_0,12,329,754,580,3603,2493,1309,255
11,4721_0,11,180,397,411,1605,1385,831,101
17,4722_0,17,320,414,516,1145,1322,1031,244
11,4724_0,11,92,166,139,636,376,224,66
9,4728_0,9,112,237,188,1428,841,415,86
12,4730_0,12,384,602,555,1995,2520,1659,330
2,4733_0,9,178,307,234,1692,930,485,139
19,4735_0,19,282,312,332,814,653,444,253
8,4736_0,9,91,234,161,2056,936,396,64
9,4741_0,9,86,193,145,1235,748,366,47
0,4744_0,0,527,641,369,71,20,13,447
17,4752_0,12,305,628,416,3664,1831,885,286
12,4754_0,12,343,752,487,4133,2326,1229,288
9,4758_0,9,220,374,277,2735,1327,632,187
3,4759_0,3,436,645,666,1777,1164,810,351
4,4760_0,4,681,798,836,950,924,794,643
12,4761_0,12,669,935,1056,2141,3456,3027,580
5,4766_0,4,1670,1839,1966,2184,1704,1223,1535
5,4769_0,4,712,1025,1059,1086,1550,1445,629
0,4770_0,0,321,241,100,54,28,18,312
11,4780_0,17,341,586,632,1845,1706,1342,237
12,4782_0,12,465,800,722,2461,2376,1431,368
4,4787_0,4,415,769,876,1496,1612,1472,183
0,4791_0,0,437,498,235,56,28,17,387
12,4797_0,12,333,697,502,3432,2209,1129,274
9,4799_0,9,159,260,182,1638,945,511,115
8,4801_0,8,20,47,33,132,86,52,-2
0,4803_0,0,504,536,236,53,25,14,441
17,4804_0,17,470,715,908,1544,2164,1816,364
12,4807_0,12,398,889,661,4055,3034,1768,302
17,4810_0,17,358,491,637,932,1192,980,307
9,4811_0,9,152,315,212,2004,1085,522,100
12,4820_0,12,389,696,610,2883,2574,1499,331
3,4821_0,17,508,663,667,1871,1363,934,468
12,4825_0,12,1055,1652,2117,3205,4723,3592,784
17,4826_0,3,319,583,587,1826,1548,1048,256
8,4834_0,9,37,117,90,709,365,179,4
17,4836_0,17,278,353,404,576,1010,884,215
0,4838_0,0,225,174,86,59,37,21,246
17,4850_0,17,402,652,706,2036,1854,1313,310
2,4853_0,2,230,362,334,1905,900,532,194
9,4854_0,9,52,110,102,534,428,241,17
11,4861_0,11,337,443,464,1591,1820,1191,274
12,4871_0,12,528,865,830,2747,2824,1747,425
0,4877_0,0,442,442,189,48,16,13,397
12,4879_0,12,589,986,1111,3111,3580,2313,461
17,4890_0,17,266,325,373,589,1333,1236,249
5,4899_0,5,1689,2072,2169,2284,1965,1731,1490
8,4905_0,8,59,134,73,1423,415,165,28
0,4906_0,0,524,453,163,47,22,7,474
17,4907_0,17,307,552,530,2408,1694,1018,254
17,4910_0,17,662,844,1040,1620,2843,2254,560
0,4913_0,0,576,706,363,53,18,16,459
17,4922_0,17,342,617,700,2414,1765,1221,270
8,4932_0,8,131,192,135,1521,611,265,114
9,4933_0,8,204,356,258,3007,1330,544,143
0,4935_0,0,256,249,105,55,38,26,235
8,4938_0,8,115,241,169,2537,674,252,86
17,4939_0,17,430,471,526,807,1591,1661,425
9,4941_0,11,90,173,148,1002,597,315,60
9,4943_0,11,230,435,340,2526,1712,824,158
11,4948_0,12,387,691,824,2259,2817,1830,272
9,4949_0,8,139,361,319,2570,1464,726,69
8,4956_0,9,45,172,159,1073,811,422,-15
17,4958_0,12,360,610,588,2892,1907,1114,293
9,4981_0,8,106,209,197,967,821,468,47
11,4984_0,12,425,609,541,2078,2284,1459,381
0,4985_0,0,467,599,388,63,20,14,362
0,4998_0,0,558,684,456,108,49,34,469
8,5000_0,8,81,180,114,2196,580,210,63
17,5002_0,2,199,487,341,2364,1412,731,153
17,5008_0,17,531,648,810,1301,2078,1763,453
8,5012_0,8,46,122,71,1574,527,207,6
0,5018_0,0,690,900,970,643,32,21,580
0,5028_0,0,920,723,719,781,716,849,881
17,5031_0,12,741,1038,1110,2677,3005,2242,628
9,5035_0,9,-1,109,102,640,509,270,-46
4,5036_0,4,604,713,758,1566,1371,1049,471
11,5040_0,12,213,461,485,1637,1824,1108,127
17,5043_0,2,359,638,711,2692,1790,1092,288
12,5054_0,11,485,754,645,2419,2453,1492,424
11,5064_0,12,303,568,570,1881,2265,1458,205
17,5067_0,12,443,735,857,1751,2071,1532,318
11,5072_0,17,298,445,378,2286,1531,861,261
9,5079_0,9,172,328,345,1088,1015,606,93
9,5080_0,9,152,359,356,2265,1629,883,50
12,5081_0,12,315,614,567,2040,1706,920,217
11,5091_0,12,320,443,482,1154,1676,1170,255
17,5092_0,17,407,598,709,1040,1794,1614,301
0,5104_0,19,244,251,233,198,80,57,249
5,5107_0,5,1632,1940,2042,2119,2313,2002,1439
9,5116_0,2,266,429,461,1753,1598,964,189
17,5119_0,12,330,503,475,1922,1422,855,229
11,5130_0,11,247,385,367,1745,1594,916,201
12,5134_0,12,491,786,666,2995,2647,1426,424
12,5137_0,2,697,1250,1567,2784,3561,2297,469
17,5138_0,2,258,434,371,2601,1365,735,215
17,5143_0,3,295,550,541,2618,1776,1065,212
8,5157_0,8,127,139,73,766,168,65,120
12,5161_0,17,558,1034,946,3171,2439,1700,466
9,5167_0,2,84,223,187,1834,799,383,16
12,5170_0,12,418,774,799,2540,3147,1977,275
11,5172_0,11,247,452,487,1561,2055,1220,169
8,5175_0,8,91,238,184,2011,663,276,46
12,5177_0,11,380,578,583,2259,2343,1402,304
5,5189_0,3,705,895,1037,1274,1387,1160,604
17,5200_0,16,259,456,331,2810,1242,719,208
17,5201_0,17,289,481,292,3357,1782,828,283
12,5206_0,12,678,1019,1273,2452,3770,2765,551
17,5216_0,17,347,620,431,2895,1682,949,329
17,5220_0,17,552,706,702,1640,1892,1644,500
17,5221_0,0,429,684,644,1978,1917,1331,385
17,5222_0,17,573,778,829,1886,2411,2027,519
0,5223_0,0,282,183,111,63,46,33,319
17,5228_0,17,275,576,521,2607,1650,971,222
9,5230_0,9,53,115,90,453,249,143,41
17,5234_0,12,473,800,692,3271,2132,1219,433
0,5236_0,0,285,316,222,170,106,83,289
11,5242_0,8,324,453,379,1592,1361,736,290
8,5258_0,8,117,209,122,1765,728,306,81
